geslacht,gebjaar,aantalhh,burgstat,nettoink,oplcat
1,1986,6,5,40,2
1,1994,5,5,0,1
2,1922,1,4,2201,5
2,1935,2,1,735,2
2,2000,4,5,0,1
2,1959,3,1,420,2
1,1950,3,1,1750,1
1,1960,4,1,1250,4
2,1969,5,1,3400,6
2,1955,2,3,649,2
1,1947,2,1,1800,1
1,1955,2,1,1750,2
1,1979,2,1,1276,4
2,1949,2,1,170,2
1,1966,3,1,1600,1
2,2004,4,5,0,1
1,1952,1,5,1800,4
1,2002,5,5,0,1
1,1974,2,5,800,3
2,1979,2,5,1550,6
2,1960,3,5,0,4
2,2005,5,5,0,NA
1,2007,4,5,0,NA
1,1946,2,1,1300,2
2,1968,5,1,-14,6
2,1926,2,1,630,2
2,1962,2,1,550,1
1,1959,2,1,0,4
2,1989,2,5,-13,2
2,1989,5,5,250,4
2,1983,3,5,1200,4
1,1987,5,5,300,1
1,1968,4,1,750,4
1,1933,2,1,1250,5
2,1985,2,5,1250,2
1,1980,3,1,1250,4
2,1995,5,5,0,1
2,1962,4,1,0,2
2,1945,2,1,750,5
2,1990,4,5,100,1
2,1971,3,3,1250,4
1,2002,4,5,0,NA
2,1965,3,5,817,1
1,1990,6,5,350,1
2,1988,2,5,0,4
1,1998,6,5,0,1
1,1961,7,1,1500,2
1,1989,4,5,0,3
2,1963,4,1,700,2
2,2003,4,5,0,1
2,1951,2,1,900,4
2,1963,3,3,2100,5
2,1962,4,1,1250,4
1,2006,3,5,0,NA
1,1996,4,5,0,1
2,1971,3,3,1200,4
2,1998,6,5,0,1
1,1974,2,5,1700,3
1,1958,5,1,2868,5
1,1940,2,1,960,1
1,1969,4,1,1700,4
1,1948,1,1,3000,2
2,1999,5,5,0,1
2,1980,2,5,-14,5
1,1955,5,1,1900,2
2,1983,2,5,1250,4
2,1943,2,1,750,2
1,1967,5,1,2800,6
2,1957,4,1,1400,4
2,1965,2,5,1176,4
2,1953,2,3,1300,1
2,1944,1,4,2845,2
2,1945,2,1,105,3
2,1947,2,1,0,4
2,1998,4,5,0,1
2,1992,4,5,0,1
2,2002,4,5,0,1
1,1960,1,5,1800,4
1,1982,2,5,1250,4
1,1997,6,5,0,1
1,1969,3,1,2000,2
1,1995,4,5,0,1
1,2004,4,5,0,NA
2,1966,5,1,0,2
2,1983,2,5,1400,5
1,1975,4,1,1900,3
2,1947,2,1,0,1
1,1981,2,5,1500,6
2,1943,1,4,800,2
1,1959,2,5,2000,4
1,2000,7,5,0,1
1,2003,4,5,0,1
2,1965,4,5,3500,6
1,2002,4,5,0,1
1,1985,4,5,1084,4
1,1963,1,3,4750,5
2,1999,4,5,0,1
1,2003,4,5,0,1
1,1950,4,1,129862,2
2,1974,3,1,140,2
1,1997,5,5,0,1
2,1970,4,1,0,5
1,1942,2,1,4750,5
1,1943,2,1,1750,4
2,1975,4,1,800,4
2,2002,4,5,0,1
2,1999,4,5,0,1
1,1978,2,5,2000,6
2,1940,1,1,2250,2
1,1995,5,5,0,1
2,1987,2,5,1300,4
2,1951,1,3,1300,5
1,1921,4,1,1954,3
2,1948,2,1,1000,2
1,1939,2,1,1200,2
2,1970,4,1,250,2
1,2007,3,5,0,NA
2,1951,2,3,1100,4
1,1991,5,5,0,1
1,1986,4,5,0,3
1,1957,3,1,2500,5
1,1986,2,5,750,5
2,1970,2,5,800,4
1,1976,4,1,1700,4
1,1979,2,5,1250,4
1,1961,5,1,3000,5
2,1973,6,5,593,2
2,1973,4,1,1000,4
2,1979,2,1,1750,4
2,1978,3,1,1250,5
1,1969,1,2,1600,2
2,1979,1,5,1609,5
1,1988,4,5,200,3
2,1952,2,1,1046,1
1,1988,7,5,250,3
2,1994,4,5,0,1
1,1962,5,1,-13,1
2,1985,5,5,750,3
2,2002,4,5,0,1
1,1990,4,5,30,1
2,1986,3,1,250,2
1,1957,4,1,1250,2
2,1952,2,1,0,2
2,1960,4,5,750,5
1,1969,2,5,2000,6
2,1959,2,1,1300,5
1,2003,5,5,0,1
1,1976,3,1,1900,4
2,1992,5,5,0,1
2,2005,4,5,0,NA
2,1948,2,1,-14,4
1,1984,3,5,1200,3
2,1998,5,5,0,1
2,1961,4,1,1980,5
2,2005,4,5,0,NA
1,1996,5,5,0,1
1,2005,3,5,0,NA
1,1985,3,5,1400,5
1,1967,4,1,3750,5
2,1983,4,5,1250,4
1,1982,2,5,1400,5
1,1948,2,4,1650,2
1,1976,3,5,1730,5
1,1950,3,1,2200,5
2,1944,2,1,0,2
1,1947,3,1,2250,4
1,1946,2,1,1435,1
1,1953,2,1,2161,5
2,1938,1,1,1700,2
1,1946,3,1,-13,2
2,1966,6,1,250,6
1,1992,4,5,0,1
2,1998,4,5,0,1
2,2007,5,5,0,NA
1,1952,2,4,1250,1
1,2000,5,5,0,1
1,2000,8,5,0,1
2,1968,4,1,0,2
2,1951,2,1,3000,5
2,2004,4,5,0,NA
2,1964,5,1,588,2
2,1961,4,1,0,2
1,1988,4,5,0,3
1,1969,1,5,1200,3
1,1951,4,3,2100,2
1,1967,4,5,2100,5
1,1997,4,5,0,1
2,1956,2,3,-14,3
1,2003,5,5,0,1
2,2001,5,5,0,1
1,1948,2,1,1000,4
1,1992,3,5,0,2
2,1940,2,1,700,2
2,1939,1,1,-14,3
2,1977,2,5,1300,4
1,2001,5,5,0,1
2,1963,5,1,-14,5
2,1980,1,5,750,4
1,1963,5,1,5000,6
1,1988,4,5,250,3
2,1978,3,1,1115,5
1,1963,3,3,1210,5
1,1970,4,1,2250,2
1,1944,3,1,4100,5
2,1961,2,5,1000,2
2,1961,3,5,2000,5
2,1958,3,3,1267,4
1,1947,2,1,3000,3
2,1961,1,3,1750,2
2,1931,2,1,630,1
1,1948,2,1,1400,5
1,1973,4,1,1685,4
2,2003,4,5,0,1
1,2004,2,5,0,1
2,1944,2,1,-14,1
2,1957,4,1,0,2
2,1974,4,1,950,3
2,1998,4,5,0,1
1,1992,4,5,135,1
2,1960,4,1,-13,1
1,1963,4,1,2865,6
1,1965,3,1,2040,5
1,1994,5,5,0,1
1,1941,2,1,1716,2
2,1964,2,1,-14,4
1,1963,4,1,-14,5
2,1944,2,3,2250,2
2,1963,4,1,1650,5
1,1993,5,5,0,1
1,2002,5,5,0,1
2,1953,1,3,1150,2
1,1978,3,1,1600,4
2,1969,1,5,1168,4
1,1997,4,5,0,1
2,1993,4,5,-13,1
2,2002,4,5,0,1
2,1956,2,1,-14,3
2,1927,1,4,915,1
2,1980,2,5,1550,5
1,1962,3,3,1750,2
2,1952,3,1,-14,5
1,1998,4,5,0,1
1,2004,6,5,0,NA
2,1941,2,1,750,2
1,1995,5,5,0,1
1,1941,2,3,2200,4
1,1936,2,1,2824,5
1,1952,4,1,1750,4
2,1944,1,3,900,2
1,2002,4,5,0,1
1,1949,2,1,1500,1
2,1992,8,5,0,1
2,1989,4,5,0,2
1,1963,3,1,2750,3
1,2007,4,5,0,NA
1,1961,4,1,1750,2
2,1978,1,1,1250,4
2,2002,7,5,0,1
1,1999,4,5,0,1
2,1952,2,1,0,4
2,1998,4,5,0,1
2,1976,4,1,297,4
1,1997,5,5,0,1
2,1984,3,5,0,4
1,1936,2,1,1373,2
2,1963,5,1,850,2
1,1955,2,1,3200,5
2,1962,4,1,-14,2
2,1976,4,5,1100,4
1,2001,4,5,0,1
1,1965,5,1,2600,4
2,1984,3,5,1400,5
1,1967,4,1,1471,4
2,2006,3,5,0,NA
1,1962,4,1,2200,4
2,1979,3,5,1340,5
1,2001,4,5,0,1
1,1964,3,1,942,2
2,1976,5,1,1350,4
2,1961,1,5,1700,5
2,1993,3,5,0,1
2,1985,3,1,0,4
2,1942,1,4,2250,2
2,1954,2,1,0,3
1,1949,4,1,2800,1
1,1947,2,1,1475,2
2,1945,1,4,1138,2
2,2005,4,5,0,NA
2,1952,2,1,0,2
2,1977,4,1,2000,4
2,1947,2,1,1750,2
2,1970,4,5,750,4
2,1991,4,5,80,1
1,1978,4,5,1750,5
1,1954,3,1,3750,2
1,1994,4,5,0,1
1,1977,2,5,1700,4
2,1987,3,1,445,4
2,1961,3,1,750,3
1,1977,2,5,1800,4
1,1965,4,1,2175,4
2,2004,4,5,0,1
1,1958,3,1,1700,4
1,1944,1,3,1537,4
1,1958,3,1,2300,5
1,1976,2,5,2099,6
1,1964,2,1,1700,2
2,2000,6,5,0,1
1,1950,3,1,2900,1
1,1977,5,1,1600,2
1,1964,3,1,1634,2
1,1979,2,5,1545,4
2,1963,4,1,0,4
1,1996,6,5,0,1
2,1965,5,1,1000,5
1,1958,4,1,1846,2
2,1987,2,5,900,2
2,1949,2,1,700,2
2,1995,5,5,0,1
1,1993,7,5,0,1
2,1950,2,1,170,2
2,1992,6,5,0,1
2,2002,5,5,0,1
2,1956,5,1,1400,4
2,1948,2,1,1100,5
2,1947,2,1,170,2
1,1976,2,5,1750,4
2,2007,4,5,0,NA
1,1996,4,5,0,1
2,1943,2,1,190,1
2,1961,4,1,-13,4
1,1945,2,1,1857,2
1,1929,2,3,6250,6
2,2000,4,5,0,1
2,1967,3,1,1250,5
2,1969,4,1,1000,2
2,1969,4,1,1800,5
1,1958,2,5,1430,1
1,1957,3,1,2300,3
1,1934,2,1,1300,2
2,1988,4,5,0,3
1,1969,5,5,2250,2
1,1981,3,5,1250,2
1,2006,3,5,0,NA
1,1947,2,1,-14,2
2,1970,1,1,1500,2
1,1954,2,5,1700,5
2,1966,4,1,350,5
2,1957,2,5,1550,5
2,1991,5,5,0,2
2,1981,2,5,1350,4
1,1951,2,1,1845,2
2,2003,5,5,0,NA
1,2004,4,5,0,NA
2,2003,5,5,0,1
2,1951,2,1,1250,5
2,1941,3,1,620,2
2,1954,1,5,1185,2
2,1932,2,1,639,4
2,1993,5,5,0,1
2,1998,7,5,0,1
1,1976,2,5,600,2
2,1953,2,1,1250,5
2,1968,4,1,1100,2
1,1973,1,5,2850,6
2,1989,3,5,250,1
1,1975,3,5,2250,5
1,1984,2,5,1000,4
1,1994,4,5,20,1
2,1959,3,1,850,2
2,1977,3,1,1800,5
1,1966,2,1,-14,4
1,1953,2,1,3800,4
2,1949,2,3,650,2
1,1971,4,1,2000,4
2,1976,5,1,800,5
1,1944,2,1,2250,5
2,1990,3,5,0,2
2,2002,3,5,0,1
1,1949,3,1,1600,2
1,1942,2,1,1400,1
1,1928,2,1,975,3
1,1963,4,1,1756,5
1,1968,4,1,2250,4
2,1972,4,1,1400,4
1,1993,7,5,0,1
1,1959,4,5,2900,5
1,2001,4,5,0,1
2,1980,2,5,350,4
2,1964,4,1,1800,6
2,1962,5,1,-13,4
2,1952,3,1,250,2
2,2002,5,5,0,1
1,1980,1,5,2000,4
1,1968,5,1,1500,2
1,2004,3,5,0,1
1,1997,4,5,0,1
1,1935,2,1,4348,1
2,1966,4,2,1065,4
2,1959,2,1,750,1
1,1980,2,5,1757,6
1,1996,5,5,0,1
1,1969,4,1,3500,5
1,1991,4,5,0,1
1,1963,2,5,2950,3
1,1945,2,1,2200,5
2,1962,5,1,800,5
2,1978,2,5,1050,4
2,1946,3,1,0,2
1,1971,4,1,1250,2
1,1954,2,1,3228,5
1,1945,2,1,1535,4
1,2007,4,5,0,NA
2,1950,3,1,-13,4
2,1956,2,4,250,2
1,1948,2,1,3200,6
2,1988,4,5,225,3
2,1953,1,1,2400,2
2,1989,3,5,0,3
2,1942,1,3,1206,2
2,1958,2,1,833,1
2,1943,2,3,200,4
2,1950,2,1,1100,4
2,1998,4,5,0,1
1,1952,1,5,3500,5
2,1970,4,1,1900,5
1,1965,2,1,4000,6
1,2003,4,5,0,1
2,1990,2,5,0,2
1,1969,1,3,750,3
1,1989,4,5,120,3
1,1987,5,5,950,5
2,1967,4,5,700,5
1,1983,2,5,1200,4
2,1962,1,5,3000,3
1,1990,4,5,0,3
2,1953,2,1,1200,4
1,1971,4,5,2000,4
1,1984,4,5,250,4
1,2007,4,5,0,NA
1,1999,5,5,0,1
1,1950,2,3,896,2
2,1948,2,1,542,4
2,1952,2,1,175,4
1,2001,4,5,0,1
2,1966,3,1,1750,5
1,1976,4,5,1250,2
2,1989,2,5,70,2
2,1948,2,1,750,2
1,1943,2,1,1250,1
1,1952,3,1,3200,2
2,1967,1,1,2700,2
2,1991,4,5,0,1
1,1960,4,1,3750,6
2,1966,5,1,1250,5
2,1949,2,1,786,1
1,1991,3,5,0,1
1,2002,3,5,0,1
2,1926,1,4,912,2
2,1940,1,3,-14,2
2,1995,4,5,0,1
1,1995,4,5,0,1
2,1954,2,1,1750,1
2,1973,1,5,-14,4
1,1953,4,1,1634,4
1,1996,5,5,0,1
1,1949,2,1,2200,5
2,1973,4,1,0,5
2,1954,4,1,750,2
1,1954,3,1,3250,6
2,1940,2,1,750,6
2,2004,5,5,0,1
1,1960,7,1,2700,4
2,1962,4,1,670,4
1,1972,4,1,1250,2
1,1958,5,1,2000,5
2,1970,2,1,1800,5
2,1997,4,5,0,1
2,1991,7,5,0,1
2,1997,4,5,0,1
1,1992,3,5,0,1
1,1948,2,1,1600,2
1,2001,5,5,0,1
1,2003,5,5,0,1
1,1972,5,1,-13,4
2,1968,2,1,2000,3
1,1971,4,1,2500,6
2,1967,2,5,2500,3
2,1961,2,1,800,4
2,1968,4,5,0,3
2,1978,1,5,1500,3
2,1969,4,1,280,2
2,1989,4,5,0,2
1,1982,2,5,1400,2
2,2004,5,5,0,NA
1,1935,2,1,750,2
1,1949,2,1,1200,2
2,2004,5,5,0,1
1,1978,2,5,1600,4
2,2001,5,5,0,1
2,1987,5,5,0,3
2,1987,4,5,0,4
1,1999,5,5,0,1
1,1957,4,1,2150,3
2,1976,2,5,1450,5
1,1968,6,1,2200,5
1,1973,4,1,1376,2
2,1941,1,4,1100,2
1,1959,4,1,1800,1
1,1957,5,1,2500,5
1,1990,5,5,0,2
2,1968,4,3,1049,2
1,1996,3,5,0,1
1,1997,4,5,1100,1
2,1936,2,1,700,5
1,1964,5,1,1600,2
2,1950,3,1,250,4
1,1973,4,1,1575,4
2,1963,4,1,625,3
2,1967,4,1,1250,2
1,2000,4,5,0,1
1,1958,4,1,-13,2
2,1986,1,5,750,5
2,1978,6,5,-13,4
1,1994,3,5,0,1
2,1987,4,5,250,3
1,1979,2,5,600,3
2,1968,4,1,800,2
1,1970,1,5,2200,5
2,1970,2,5,1300,2
2,1952,5,1,-13,1
2,1998,5,5,0,1
2,1954,3,1,1900,5
1,1992,3,5,0,1
1,1979,3,5,1450,3
1,2003,4,5,0,1
1,1981,1,5,1771,6
1,1999,7,5,0,1
2,1959,4,1,1100,2
2,1994,5,5,26,1
2,1958,5,5,1600,5
1,1995,5,5,0,1
2,1980,2,5,1300,5
2,1943,2,1,1750,5
2,1929,1,4,1754,1
2,1931,2,1,630,2
1,1975,2,5,-14,4
1,1963,4,2,2565,6
1,1960,4,1,1650,4
1,1982,6,5,1700,5
2,1966,1,5,918,4
1,1997,4,5,0,1
1,2002,3,5,0,1
2,1969,5,1,-13,5
1,2005,4,5,0,NA
2,1947,2,1,0,3
1,1987,3,5,1320,2
2,1958,2,2,1250,2
2,1963,5,1,0,4
2,1970,4,1,2750,1
1,1995,4,5,0,1
1,1968,4,1,2062,6
2,1976,4,1,1750,5
2,1996,8,5,0,1
2,1948,2,1,1250,2
1,2005,3,5,0,NA
1,1994,6,5,0,1
2,1954,1,3,2092,5
1,1993,5,5,0,1
2,2006,4,5,0,NA
2,1986,4,5,250,2
1,1947,2,1,0,5
2,1948,2,1,505,5
2,1985,3,5,1350,4
1,1976,3,1,2275,5
1,1971,4,1,2400,1
1,2005,4,5,0,NA
2,1969,5,1,1250,4
1,1967,4,1,1800,2
2,1993,7,5,0,1
1,1979,2,5,2720,2
1,2007,4,5,0,NA
1,1978,2,5,1200,4
1,1946,2,1,1250,1
2,1995,3,5,0,1
1,1931,2,1,925,2
1,2007,5,5,0,NA
1,1990,5,5,0,1
1,2000,5,5,0,1
1,1972,3,1,5500,6
1,1959,3,1,2250,5
2,1995,6,5,0,1
2,1950,2,1,262,1
1,1970,3,5,1860,2
2,2003,4,5,0,1
1,1949,2,1,1700,4
2,1990,6,5,0,1
1,1971,4,1,4750,6
2,1983,2,1,1551,5
2,1963,2,1,-14,2
2,1958,2,1,1450,4
1,1990,2,5,250,2
2,1973,5,1,700,4
2,2007,4,5,0,NA
2,1994,3,5,0,1
2,1960,5,1,550,6
2,2003,4,5,0,1
1,1987,4,5,0,2
2,1959,3,1,-14,4
2,1948,2,1,850,3
2,1937,1,4,1250,2
1,2006,5,5,0,NA
1,1950,3,1,1250,4
1,1938,2,1,935,4
2,1971,5,1,0,5
1,1946,2,1,5400,6
2,1979,3,1,800,3
2,1972,3,5,1750,6
2,1948,1,3,840,5
1,1972,3,5,1500,2
1,1969,2,5,2340,5
1,1990,4,5,0,1
1,2002,3,5,0,1
1,1986,2,5,1250,2
2,1952,2,1,1553,4
2,2002,3,5,0,1
2,1974,2,5,1400,6
1,1986,3,5,125,3
2,1935,2,1,750,3
2,1981,2,5,1400,4
1,1949,3,1,1400,2
2,1967,4,1,864,4
1,2003,5,5,0,1
2,2006,4,5,0,NA
2,1954,2,1,750,2
1,1989,4,5,-14,2
1,1989,4,5,0,2
2,1958,2,1,638,2
1,1946,2,1,2128,6
1,1990,5,5,650,3
2,1953,2,1,900,2
2,1980,2,5,1460,5
2,1961,4,1,516,4
1,1966,4,1,1700,2
1,1974,2,5,3500,5
1,1950,2,1,1841,2
1,2005,4,5,0,NA
2,1944,2,1,1230,4
2,1954,3,1,0,4
1,1997,4,5,0,1
2,2001,4,5,0,1
2,1963,3,1,1750,2
1,1965,5,1,3750,5
1,1956,4,1,2600,5
1,2003,4,5,0,1
2,1967,5,1,1000,5
1,1960,5,1,2500,2
2,1946,1,4,1250,1
2,1939,2,1,950,2
1,1984,1,5,900,3
1,1975,2,1,2300,6
2,1958,3,1,1300,5
2,1956,3,3,1800,4
2,1962,4,1,-14,4
1,1978,2,1,-14,3
1,1949,2,1,1886,5
2,1949,2,1,0,2
1,1961,3,1,2000,3
2,1956,4,1,-13,5
2,1946,1,3,1200,5
2,1954,3,1,1450,2
2,1970,2,1,1075,4
1,1933,2,1,823,1
2,1953,2,1,750,1
2,1946,4,1,1800,6
2,1948,1,3,2500,2
2,2002,4,5,0,1
1,1957,5,1,2750,5
1,1972,3,5,2000,4
2,1967,2,3,-14,4
1,1983,3,5,750,4
2,2003,3,5,0,1
2,1981,1,5,0,6
1,1951,2,3,1200,4
1,1949,4,1,1200,6
2,1940,2,1,830,1
1,1950,5,5,1700,5
1,1995,3,5,0,1
2,1968,5,1,1250,4
2,1951,2,1,150,4
2,1950,2,1,0,3
1,1986,5,5,615,1
1,1958,2,1,860,3
1,1973,2,1,1800,2
2,1952,1,3,1799,5
1,2007,3,5,0,NA
1,1981,2,5,1750,5
2,1985,3,5,700,4
2,1988,2,5,850,4
1,1996,5,5,0,1
2,1981,5,1,-13,5
1,1958,1,5,1420,4
2,1986,1,5,600,3
2,1995,4,5,0,1
2,1982,4,1,1800,1
1,1961,2,1,1500,5
2,1936,2,1,284,1
1,1965,4,1,1750,5
1,1975,2,1,1350,2
2,2003,5,5,0,1
2,2004,5,5,0,1
1,1996,4,5,0,1
1,1942,1,3,2731,5
1,1945,3,1,10000,6
1,1941,2,1,2250,2
1,1942,2,1,1260,2
1,1971,1,5,4000,1
1,1982,3,5,0,5
2,1945,1,3,800,2
1,1970,4,1,1800,2
1,1944,1,5,935,2
1,1939,2,1,1800,1
2,1975,4,1,-14,4
2,1959,3,1,1035,2
1,1949,3,1,4250,2
1,1989,4,5,0,2
1,1958,5,1,1500,2
2,1930,2,1,750,2
1,1981,2,5,-14,4
2,1984,1,5,1000,5
2,1995,5,5,0,1
1,1970,4,1,1750,4
1,1956,5,1,1700,2
2,1975,4,1,500,4
1,1965,3,1,1470,4
1,2005,4,5,0,NA
1,1992,4,5,0,1
2,1975,3,1,1700,6
1,1979,2,5,1600,5
1,1938,2,1,1220,4
1,1954,3,1,3300,5
2,1957,3,1,1385,5
2,1966,5,1,750,4
2,1970,1,5,1600,5
1,1953,4,1,2507,6
1,1982,1,5,600,3
2,1957,2,1,814,2
1,1959,4,1,2300,5
1,1983,4,5,1750,2
2,1950,3,3,1750,2
2,1970,4,5,3250,6
1,1994,6,5,0,1
2,1963,4,1,450,4
1,1973,2,5,1750,4
2,1971,2,5,1855,5
1,1997,4,5,0,1
1,1939,2,1,2600,5
1,1958,1,3,2250,1
1,1997,4,5,0,1
1,1963,1,5,1250,1
1,1998,4,5,0,1
2,2002,4,5,0,1
2,1955,1,3,840,3
2,1999,4,5,0,1
2,2002,4,5,0,1
2,1992,4,5,0,1
2,1963,4,1,1800,5
2,1986,4,5,1250,5
1,1986,2,5,1350,4
2,2007,3,5,0,NA
1,1986,3,5,0,1
2,1975,2,5,1758,5
1,1957,3,3,-14,2
1,1948,2,3,1040,1
1,1948,1,5,1250,1
1,1971,4,1,1700,4
2,1948,2,1,0,2
2,1975,2,5,1400,4
2,1973,2,1,85290,4
1,1997,6,5,0,1
2,1964,5,1,0,3
1,1998,4,5,0,1
1,1976,3,1,1800,4
1,1987,5,5,300,2
2,1946,2,1,280,2
2,1953,4,5,1700,5
2,1961,3,3,1510,2
2,1944,2,1,-14,2
1,1944,2,1,3100,5
1,1975,1,5,-14,2
1,1947,3,1,1820,4
2,1962,4,5,775,4
1,1978,2,5,550,4
1,1975,3,1,1750,4
1,1954,2,1,-13,2
1,1965,3,5,1500,5
1,1980,1,5,1080,3
2,1946,2,1,156,2
1,1958,6,1,10000,2
1,1969,2,5,2750,5
1,1957,4,1,-14,2
2,1983,2,5,750,4
1,1990,4,5,0,1
2,1930,2,1,1053,1
2,1989,4,5,180,3
2,1986,2,5,290,3
1,2007,6,5,0,NA
1,1960,2,1,1973,5
1,1966,4,1,2250,3
1,1948,3,1,1750,2
2,1973,5,3,397,4
2,1969,2,3,1480,4
2,1967,1,5,450,5
2,1962,4,1,1700,5
1,1972,1,5,-14,4
1,1964,5,1,3000,6
2,1959,1,3,750,2
2,1986,4,5,750,4
2,2002,5,5,0,1
1,1970,2,3,1100,5
1,1944,2,1,2800,5
2,1981,4,5,1250,3
1,1953,3,1,-14,1
1,1968,5,1,2000,4
1,1956,4,1,2250,3
1,2008,4,5,0,NA
2,1994,5,5,0,1
2,1973,4,5,750,4
2,1941,3,1,0,2
1,1962,4,1,1700,4
2,1941,2,1,1000,6
2,1940,2,1,1100,2
1,1985,1,5,310,3
1,1999,4,5,0,1
2,1949,2,1,0,2
1,1973,4,1,2000,1
1,1950,2,1,2000,2
2,1963,5,1,1800,5
2,2004,4,5,0,NA
2,2006,3,5,0,NA
1,1987,3,5,200,4
2,2000,3,5,0,1
1,1930,2,1,-14,2
1,1971,1,5,1500,4
2,1972,4,1,700,4
2,1953,2,1,0,3
2,1973,5,1,0,2
2,1976,4,4,800,4
1,1945,2,1,1910,2
2,1992,5,5,0,1
1,1996,7,5,0,1
2,2002,4,5,0,1
1,1967,4,1,1800,4
2,1985,3,5,250,3
1,1940,3,1,750,1
1,1990,4,5,250,2
2,1951,2,3,0,1
2,2001,6,5,0,1
1,1946,2,1,680,2
2,1981,2,5,1450,5
2,1965,4,1,300,1
1,1988,4,5,0,3
1,1991,5,5,250,1
1,1972,2,5,-13,4
1,1979,4,5,1250,2
1,2000,4,5,0,1
1,1963,3,3,1723,4
2,1999,4,5,0,1
1,1962,3,1,1800,3
2,1971,4,5,1200,4
1,1949,4,1,2200,5
2,1948,1,1,0,1
1,1955,3,5,1750,3
1,1986,1,5,550,3
1,1966,1,5,1650,4
1,1969,1,1,-14,6
1,2007,3,5,0,NA
2,2005,5,5,0,NA
1,1975,3,1,1530,4
1,1983,5,5,0,3
2,2002,5,5,0,1
2,1953,3,1,1494,1
1,1965,2,1,1780,4
1,1994,4,5,0,1
2,1948,2,1,750,2
2,2000,4,5,0,1
2,1965,4,1,500,2
2,2006,5,5,0,NA
1,1989,4,5,750,4
1,1960,2,5,1750,1
1,1972,5,1,2065,4
2,1950,2,1,0,2
2,1990,2,5,0,3
2,1998,4,5,0,1
1,1993,4,5,0,1
2,1996,4,5,0,1
1,1947,2,1,1750,4
2,1951,3,1,1250,2
1,1938,2,1,1224,4
2,1970,4,1,800,4
1,1957,6,5,1250,2
1,1959,2,3,4600,6
2,1962,3,3,350,5
2,1969,4,1,1250,4
1,1974,1,5,1600,5
2,1999,5,5,0,1
1,1968,6,5,2200,5
2,1965,4,1,750,4
2,1986,6,5,0,3
1,2007,3,5,0,NA
1,1973,1,5,1600,4
2,1973,2,5,800,4
1,1974,4,1,2100,5
1,1966,4,1,1800,4
1,1945,2,1,1800,5
1,1988,4,5,0,3
2,1998,4,5,0,1
1,1934,2,1,2250,1
2,1966,2,5,1750,3
1,1959,4,1,5000,6
1,1955,3,1,2100,3
2,1996,4,5,0,1
1,1983,3,1,2800,5
1,1994,4,5,0,1
2,1965,3,1,850,4
2,1995,4,5,0,1
1,1967,4,1,2300,5
1,1993,5,5,0,1
2,1997,4,5,0,1
1,1971,4,1,1700,4
1,1993,4,5,0,1
1,1950,3,1,1350,4
1,1944,2,1,1600,2
1,1964,4,1,2000,4
1,1991,2,5,135,2
2,2001,5,5,0,1
2,2003,4,5,0,1
1,1968,3,5,2350,5
1,1997,5,5,0,1
2,1939,2,1,-14,2
2,1959,2,1,712,1
1,1999,4,5,0,1
1,1935,2,1,757,2
1,1931,2,1,6250,5
2,1946,1,3,2630,5
1,1946,2,1,1200,2
1,1998,5,5,0,1
1,2003,5,5,0,1
1,1926,1,4,2403,5
1,1956,1,2,1468,1
2,2003,4,5,0,1
2,1955,2,1,870,2
2,1945,2,1,1806,5
2,1948,2,1,0,2
1,1970,5,1,1900,5
1,2000,7,5,0,1
2,1979,3,1,1240,5
1,2007,4,5,0,NA
1,1999,4,5,0,1
1,1957,4,1,-14,6
2,1991,5,5,80,1
1,1975,2,5,-14,2
2,1962,4,1,450,4
2,1967,2,5,-13,2
2,2003,4,5,0,1
2,1913,3,4,900,1
2,1967,3,5,1300,2
2,1950,2,1,500,5
2,2000,6,5,0,1
1,1949,2,1,4250,6
2,1979,4,1,650,2
1,1961,1,3,1340,2
1,1987,2,5,250,2
1,1971,3,1,-13,1
2,1963,3,1,0,5
2,1993,4,5,0,1
2,2007,5,5,0,NA
2,1989,4,5,0,1
1,1990,4,5,0,2
2,1964,2,1,-14,5
2,1943,2,4,750,2
1,1990,5,5,140,1
2,2004,3,5,0,1
2,1957,2,1,1400,2
1,2006,5,5,250,NA
1,1938,2,1,-14,5
2,1997,5,5,0,1
1,1956,5,1,1550,4
1,1961,5,1,3100,3
2,1983,3,5,1200,4
2,2004,6,5,0,NA
1,1986,4,5,1500,2
1,1998,4,5,0,1
1,1956,3,1,1500,2
1,1998,6,5,0,1
2,1961,5,1,1000,5
1,1999,6,5,0,1
1,1994,4,5,0,1
2,1969,2,1,0,5
1,2001,5,5,0,1
2,1977,2,5,1549,4
2,1995,4,5,-14,1
1,1941,2,1,2300,5
2,1958,4,1,900,2
2,1970,4,1,900,2
2,1995,5,5,0,1
1,1956,4,1,1625,4
1,2006,4,5,0,NA
1,1941,2,1,2800,4
1,1975,4,5,1790,4
2,1946,3,1,0,2
1,1989,4,5,90,3
2,1969,4,1,750,3
2,1964,4,1,1200,5
2,1993,5,5,0,1
1,1947,4,1,-13,2
2,1968,4,1,0,3
2,1992,5,5,0,1
1,1985,3,5,-13,1
1,2001,4,5,0,1
2,2000,7,5,0,1
1,1993,4,5,0,1
2,1968,4,1,1200,6
2,1979,2,1,0,4
1,1977,2,5,1700,6
2,2005,4,5,0,NA
1,1964,5,1,1750,2
1,1956,1,5,1950,2
2,1954,1,3,2237,5
1,1995,3,5,0,1
