dataset,age,bfi_O_imag,bfi_O_arti,bfi_C_lazy,bfi_C_thor,bfi_E_rese,bfi_E_soci,bfi_A_faul,bfi_A_trus,bfi_N_rela,bfi_N_nerv
shp,47,5,6,6,8,4,7,4,8,3,6
shp,70,0,2,10,10,5,10,10,10,-0,0
shp,51,8,7,9,9,9,9,9,8,2,2
shp,43,10,9,7,8,8,9,10,10,2,6
shp,21,9,8,5,5,10,9,8,6,7,4
shp,16,8,7,6,7,3,8,6,7,5,3
shp,54,4,2,8,9,1,3,7,7,5,7
shp,44,8,2,4,9,1,4,6,7,5,6
shp,74,4,8,7,8,1,2,6,6,7,8
shp,69,8,3,5,6,4,7,4,7,6,5
shp,72,3,8,8,8,5,8,5,8,4,2
shp,63,8,8,9,9,3,9,5,9,1,1
shp,44,6,4,7,9,4,6,3,5,3,5
shp,39,8,6,3,8,3,8,5,7,3,6
shp,15,9,8,-0,9,10,5,5,9,3,5
shp,79,5,8,3,9,2,8,5,7,3,7
shp,54,8,8,8,9,7,8,6,7,1,2
shp,50,8,7,7,8,8,8,7,7,7,6
shp,49,8,7,5,10,2,5,7,5,2,3
shp,69,5,4,7,7,2,5,8,9,5,8
shp,70,10,7,10,10,-0,10,10,0,3,2
shp,71,10,3,10,8,2,8,4,6,4,8
shp,67,6,6,2,9,5,9,3,9,2,8
shp,53,8,9,7,9,6,9,7,9,1,3
shp,48,7,7,9,10,8,7,9,8,2,3
shp,20,8,10,4,7,9,9,7,9,2,2
shp,19,7,10,4,7,7,7,6,8,-0,4
shp,41,6,5,9,10,-0,1,9,8,1,4
shp,41,4,5,4,8,2,5,5,5,4,4
shp,68,7,8,2,8,3,8,2,8,-0,4
shp,64,8,7,7,8,10,8,7,8,5,5
shp,43,8,9,1,5,5,8,8,7,2,8
shp,35,7,7,6,7,2,8,4,8,4,4
shp,47,10,10,10,10,-0,10,3,5,3,8
shp,47,6,9,9,9,2,4,8,8,3,6
shp,45,4,9,8,9,8,8,4,8,5,3
shp,17,6,9,9,9,7,8,8,7,8,9
shp,15,6,7,5,8,3,4,5,4,2,2
shp,33,5,4,8,9,5,6,7,7,1,5
shp,63,8,8,4,10,10,10,8,5,8,2
shp,62,8,2,10,10,-0,2,10,3,2,0
shp,63,8,5,8,8,2,7,8,8,4,4
shp,61,7,2,8,9,5,7,3,7,3,9
shp,75,10,4,10,10,-0,8,7,8,2,5
shp,67,10,10,10,10,10,10,8,10,-0,0
shp,52,5,10,9,9,9,7,9,8,1,0
shp,45,7,7,6,8,7,8,6,7,5,5
shp,47,8,2,8,10,2,6,10,8,2,2
shp,46,5,3,7,10,10,5,3,5,5,4
shp,18,7,10,9,8,10,8,5,8,-0,0
shp,70,6,4,4,9,4,8,6,8,4,4
shp,71,5,6,5,7,3,6,7,7,5,6
shp,54,9,5,5,9,1,9,5,9,1,2
shp,41,5,7,5,10,10,4,3,3,5,5
shp,71,5,5,9,9,5,9,8,8,2,2
shp,90,10,10,5,5,7,6,5,7,5,6
shp,40,9,8,7,9,8,8,5,5,4,5
shp,57,10,8,8,9,4,8,6,10,3,8
shp,42,8,3,9,10,8,8,5,5,2,2
shp,49,8,8,8,6,4,8,6,6,2,7
shp,16,9,10,7,8,9,10,5,8,4,2
shp,15,5,3,4,6,8,9,3,8,3,5
shp,43,8,7,8,9,7,7,7,5,2,2
shp,46,7,5,6,8,4,5,3,8,2,4
shp,65,7,6,5,9,4,10,9,8,2,2
shp,60,10,10,10,10,-0,10,10,3,-0,0
shp,56,2,9,9,7,4,5,8,5,5,2
shp,59,8,3,7,8,5,7,8,8,2,3
shp,78,5,2,4,7,4,6,7,6,5,7
shp,70,4,3,8,8,8,8,3,9,4,5
shp,51,6,7,10,8,8,8,6,7,2,0
shp,50,8,8,10,9,2,6,10,6,2,5
shp,19,6,8,7,7,4,6,5,7,2,2
shp,42,5,3,7,7,7,8,7,8,2,2
shp,34,6,9,8,8,9,8,8,7,4,3
shp,38,5,9,10,10,9,9,10,8,-0,1
shp,41,10,8,7,10,7,9,5,8,1,1
shp,69,10,7,5,8,5,8,5,8,5,5
shp,65,5,3,7,9,7,8,8,9,2,2
shp,84,8,7,6,8,4,7,7,7,2,4
shp,59,10,3,8,8,2,8,9,8,2,4
shp,62,5,8,4,8,4,8,8,8,2,2
shp,54,8,8,5,10,7,8,6,8,2,4
shp,52,10,10,10,8,8,10,7,7,1,4
shp,21,8,8,7,8,7,8,5,7,2,3
shp,18,9,7,6,8,6,7,4,7,4,3
shp,26,8,9,9,10,10,10,9,8,3,3
shp,43,7,10,7,8,7,7,5,7,4,4
shp,89,5,7,10,8,5,7,5,8,5,8
shp,50,8,7,7,8,5,9,7,7,1,8
shp,22,10,10,6,10,8,9,7,8,1,5
shp,71,3,4,6,8,6,6,8,8,2,4
shp,63,6,3,6,8,5,7,6,6,2,6
shp,55,8,5,6,8,5,7,8,5,3,7
shp,46,8,4,3,8,7,10,7,8,1,2
shp,57,5,7,5,8,-0,8,3,5,8,9
shp,67,8,7,8,8,7,8,4,8,4,6
shp,51,6,5,1,7,2,6,6,7,4,8
shp,48,8,5,7,8,8,9,6,8,2,3
shp,48,6,6,3,7,3,6,10,8,2,0
shp,23,5,8,6,7,7,8,5,6,3,5
shp,19,8,7,6,8,10,8,6,5,2,3
shp,17,10,9,2,6,4,8,3,3,5,8
shp,15,8,7,6,7,6,10,6,7,6,2
shp,47,10,10,5,9,3,9,8,9,3,4
shp,77,9,6,4,8,10,9,10,7,3,8
shp,62,3,5,10,9,7,7,7,9,-0,3
shp,62,5,5,10,10,5,9,8,7,2,2
shp,68,9,10,5,7,10,9,3,8,2,6
shp,71,5,10,8,9,10,8,10,8,5,8
shp,33,9,7,8,9,10,10,7,7,2,2
shp,37,6,10,10,10,7,7,10,7,7,2
shp,35,10,2,6,10,10,8,6,8,-0,2
shp,78,7,6,5,7,5,6,6,5,3,4
shp,80,4,5,10,10,6,7,8,5,2,2
shp,64,8,6,10,10,8,7,4,8,3,8
shp,82,5,5,10,8,10,10,10,5,5,4
shp,82,5,8,10,8,10,5,10,8,2,0
shp,35,7,8,3,10,7,8,4,6,2,3
shp,63,9,9,9,9,9,7,9,9,5,1
shp,71,7,5,8,8,4,8,7,8,7,7
shp,75,4,3,3,7,6,5,5,5,6,8
shp,45,7,3,4,8,7,7,5,8,3,3
shp,45,7,7,3,8,6,8,4,6,2,2
shp,16,8,2,6,7,9,8,5,7,3,5
shp,63,8,1,4,8,2,8,4,8,3,7
shp,43,6,6,5,9,4,6,6,6,3,5
shp,77,8,0,5,5,5,10,10,5,-0,2
shp,45,9,3,8,9,5,9,3,7,1,5
shp,39,6,7,5,8,4,8,4,7,3,5
shp,38,7,2,7,8,9,10,3,6,5,6
shp,27,8,7,9,8,10,8,9,8,5,1
shp,65,2,4,8,9,5,4,8,5,3,4
shp,62,5,4,5,7,10,8,7,5,10,3
shp,57,9,7,9,9,8,8,8,8,1,3
shp,55,7,7,10,8,7,7,7,7,3,3
shp,19,10,9,8,8,6,7,6,8,2,5
shp,44,9,0,7,8,7,9,8,9,3,6
shp,39,8,10,5,8,8,8,6,5,2,1
shp,58,10,8,5,10,8,10,10,8,5,5
shp,65,9,6,7,8,8,8,7,8,2,2
shp,37,8,1,8,9,6,6,3,7,2,2
shp,40,5,8,6,9,9,9,7,8,6,8
shp,30,8,5,5,7,8,8,6,8,3,5
shp,30,3,8,8,8,10,5,7,7,5,5
shp,41,10,8,7,8,5,8,6,10,1,0
shp,25,5,8,6,6,5,8,9,7,5,6
shp,38,7,2,3,9,7,8,5,9,3,3
shp,52,10,8,5,9,8,10,5,5,2,8
shp,49,7,2,10,10,10,10,5,8,-0,2
shp,66,4,8,5,8,5,7,7,8,2,2
shp,60,6,5,4,7,3,4,2,8,8,8
shp,79,8,5,8,8,4,8,7,7,-0,2
shp,50,7,5,6,8,4,7,5,6,3,3
shp,49,6,3,10,8,10,6,10,7,3,5
shp,19,3,2,10,5,10,10,6,5,4,5
shp,49,6,2,7,9,7,7,7,8,2,3
shp,57,5,0,9,8,10,9,8,8,2,2
shp,16,6,0,7,9,5,7,8,8,3,5
shp,76,5,8,4,8,-0,3,3,3,-0,0
shp,68,7,6,3,9,3,6,6,8,4,3
shp,61,8,3,8,8,5,5,6,6,5,7
shp,31,6,4,3,7,2,5,7,6,6,5
shp,65,10,10,10,10,10,8,10,8,2,0
shp,58,10,10,10,10,10,10,8,10,2,2
shp,57,7,7,6,8,2,6,4,9,3,3
shp,30,9,3,7,9,6,7,5,7,5,3
shp,82,8,2,9,10,5,8,8,8,5,3
shp,75,9,7,4,8,2,9,2,8,3,5
shp,47,7,3,8,9,7,7,7,6,6,7
shp,44,2,2,4,8,3,2,8,3,5,3
shp,41,6,4,5,7,9,8,6,9,3,4
shp,41,3,4,7,8,9,9,9,8,2,3
shp,43,7,3,9,9,9,8,8,7,3,5
shp,44,6,6,7,8,4,5,8,8,2,1
shp,18,5,6,8,8,8,8,9,8,2,2
shp,15,7,5,7,6,6,7,7,8,2,3
shp,40,7,3,8,8,8,9,7,7,2,2
shp,40,6,4,5,9,2,6,8,9,3,5
shp,50,5,2,7,7,8,7,5,7,3,7
shp,49,8,3,5,8,7,8,6,7,4,4
shp,22,4,8,5,6,8,7,4,8,4,3
shp,20,8,7,6,6,7,9,6,9,3,6
shp,24,6,2,5,8,8,8,5,6,4,5
shp,22,6,0,5,8,8,7,5,7,5,7
shp,68,5,4,8,10,6,9,10,8,2,3
shp,72,8,3,10,10,5,5,7,4,8,5
shp,68,3,1,10,8,7,6,8,6,6,0
shp,80,7,7,4,8,7,7,4,5,2,5
shp,66,10,0,10,10,-0,10,10,5,-0,5
shp,57,8,10,10,8,10,8,4,8,2,4
shp,62,8,3,5,8,5,9,2,9,1,0
shp,16,8,9,8,10,10,9,10,9,1,6
shp,39,7,9,5,7,5,9,8,8,7,8
shp,44,7,6,7,9,3,7,5,7,2,2
shp,52,6,1,8,8,7,9,5,8,6,7
shp,51,10,10,7,9,8,8,5,5,5,5
shp,17,7,10,4,8,10,9,8,6,2,5
shp,51,3,10,9,9,6,8,7,4,7,0
shp,84,5,10,10,8,2,7,10,5,2,0
shp,36,7,5,8,8,7,8,6,8,1,2
shp,62,6,4,5,8,-0,8,10,8,3,7
shp,70,6,2,2,8,3,7,2,7,4,5
shp,65,7,6,8,9,5,7,6,8,3,4
shp,62,7,6,5,7,6,8,8,5,3,7
shp,73,7,10,8,10,5,10,10,8,2,0
shp,44,4,2,10,8,6,6,6,8,4,4
shp,80,5,8,5,5,10,3,10,8,10,6
shp,54,2,0,9,8,5,5,9,8,5,5
shp,26,10,3,6,9,7,5,9,6,2,4
shp,25,6,0,10,10,5,6,8,6,-0,3
shp,36,6,3,7,8,5,6,6,8,2,4
shp,38,5,7,7,9,8,6,7,9,3,3
shp,82,5,3,10,10,5,8,7,8,2,6
shp,82,6,2,8,10,2,8,7,8,2,5
shp,47,8,3,8,9,8,8,7,7,5,5
shp,35,0,8,10,5,10,5,9,2,8,1
shp,31,3,2,9,8,10,8,6,6,4,2
shp,43,9,2,9,10,10,9,10,8,1,0
shp,47,8,10,7,10,4,5,7,7,2,3
shp,45,4,8,7,9,5,6,7,7,6,7
shp,59,8,6,8,9,9,9,8,5,1,4
shp,68,7,5,5,8,5,6,4,5,2,3
shp,68,4,2,10,8,5,7,8,7,2,2
shp,63,6,9,8,8,10,7,2,8,5,8
shp,62,7,7,9,9,5,8,6,8,1,2
shp,62,3,2,8,10,4,8,10,9,5,0
shp,64,9,5,10,10,2,10,8,2,1,2
shp,52,10,4,8,9,7,7,8,8,3,2
shp,47,10,5,10,10,2,7,10,7,3,0
shp,42,9,8,5,9,8,9,6,9,2,4
shp,64,9,8,8,8,5,7,6,6,4,3
shp,64,9,8,8,9,6,9,7,8,2,2
shp,33,4,2,8,9,8,8,6,9,1,7
shp,34,5,2,9,9,5,8,8,5,2,2
shp,56,9,9,2,10,1,8,5,9,1,0
shp,16,9,10,5,7,5,8,9,7,5,5
shp,65,8,3,8,10,8,10,8,10,2,2
shp,18,7,1,8,7,4,9,6,8,1,4
shp,17,10,0,6,6,10,9,6,10,6,5
shp,81,10,8,8,10,5,5,5,5,5,9
shp,60,2,10,10,7,2,10,10,8,2,3
shp,50,7,10,7,8,7,7,7,7,2,2
shp,20,9,7,3,7,4,9,4,7,2,4
shp,55,7,3,10,7,10,8,4,6,3,6
shp,24,8,7,4,5,7,7,8,8,1,2
shp,21,7,5,2,4,5,6,2,6,3,4
shp,50,8,10,8,10,10,8,5,10,5,7
shp,45,8,10,5,8,5,6,5,7,2,4
shp,46,8,7,5,8,6,8,7,10,4,6
shp,44,6,5,8,8,5,6,8,8,1,5
shp,41,9,8,9,9,9,9,9,9,1,1
shp,58,4,5,8,8,5,8,4,8,3,4
shp,66,6,8,5,7,6,7,10,7,-0,3
shp,33,6,5,9,8,8,8,8,7,3,2
shp,55,7,6,10,9,9,9,9,9,2,1
shp,77,7,0,9,10,5,3,9,1,7,8
shp,79,7,10,4,9,-0,7,10,9,3,8
shp,77,6,8,5,7,3,7,3,7,7,7
shp,54,8,6,4,8,4,7,6,7,4,6
shp,53,6,8,7,8,3,8,7,5,5,6
shp,57,4,3,7,8,4,6,6,7,6,4
shp,55,10,6,10,9,7,8,7,9,2,4
shp,78,7,7,7,10,10,10,3,4,2,2
shp,77,8,7,10,10,7,8,10,7,2,1
shp,38,6,5,2,9,10,9,10,8,3,2
shp,34,8,2,9,9,10,8,9,10,-0,1
shp,34,8,6,7,8,3,8,5,8,3,5
shp,30,9,5,5,8,3,10,2,8,1,3
shp,46,8,5,9,10,9,8,6,8,3,3
shp,17,9,8,5,7,5,9,6,8,6,3
shp,16,6,5,7,8,10,8,7,8,4,7
shp,40,8,2,9,9,10,10,10,10,1,0
shp,39,9,9,10,9,10,9,8,8,2,1
shp,31,5,9,6,8,4,6,2,6,3,5
shp,30,8,10,5,10,10,9,8,4,2,2
shp,77,7,7,7,6,9,4,3,7,9,8
shp,44,3,7,10,10,10,9,10,9,1,3
shp,15,5,3,4,8,4,3,5,5,6,3
shp,30,5,5,8,8,6,5,6,8,2,2
shp,28,8,5,5,6,5,5,5,6,6,5
shp,29,4,5,4,10,6,7,5,8,2,3
shp,42,9,6,4,10,2,5,5,8,1,5
shp,40,7,8,5,8,6,8,7,8,3,3
shp,29,4,0,4,8,2,6,6,7,1,3
shp,62,8,1,5,6,5,7,5,4,3,7
shp,58,2,3,5,8,5,5,8,5,3,3
shp,48,7,3,3,7,5,8,6,5,5,7
shp,78,7,6,7,9,4,4,5,8,3,5
shp,49,10,9,2,9,10,10,9,5,5,2
shp,20,5,0,8,9,10,8,9,7,3,1
shp,65,5,5,7,10,8,5,10,7,2,0
shp,65,4,0,10,7,7,3,8,4,3,3
shp,45,7,8,6,9,2,8,9,8,4,5
shp,51,5,5,4,8,5,5,8,8,2,3
shp,45,5,5,8,10,8,7,5,9,3,2
shp,56,5,2,8,8,2,5,8,10,3,2
shp,49,8,7,9,10,10,8,5,10,2,2
shp,19,9,10,8,8,9,8,4,8,1,4
shp,18,8,5,3,7,8,8,6,7,5,7
shp,51,7,7,8,7,5,8,2,3,3,3
shp,43,8,4,4,8,7,4,6,8,5,7
shp,81,7,4,7,8,5,8,8,10,4,6
shp,81,0,10,10,10,10,5,5,5,8,5
shp,51,10,8,4,9,5,8,2,6,5,7
shp,69,9,10,4,7,7,8,8,8,3,6
shp,43,10,10,7,8,10,5,6,5,1,0
shp,47,7,6,2,9,10,7,4,8,4,5
shp,44,3,3,7,8,3,6,5,7,3,7
shp,56,0,0,-0,8,8,4,10,3,5,8
shp,39,5,3,5,8,5,8,6,5,5,4
shp,20,8,9,8,9,5,9,6,6,1,4
shp,19,8,4,7,7,5,8,6,7,2,5
shp,16,10,7,3,9,7,10,4,9,2,2
shp,15,10,10,-0,10,10,10,10,10,3,10
shp,56,5,5,9,10,4,7,1,7,1,1
shp,82,10,10,8,8,5,8,10,4,-0,0
shp,54,5,2,8,8,8,7,8,8,7,8
shp,61,6,3,10,8,10,10,7,2,6,0
shp,61,8,8,8,9,7,3,8,5,1,4
shp,53,8,2,2,8,3,4,6,6,5,4
shp,76,8,7,7,8,8,10,10,3,5,0
shp,49,7,7,6,8,5,6,8,7,6,4
shp,57,7,5,7,8,7,8,6,8,4,7
shp,29,9,7,5,8,4,6,6,7,5,6
shp,27,8,6,8,10,8,9,5,6,-0,6
shp,55,10,2,8,10,10,10,10,9,-0,2
shp,49,10,8,10,10,10,10,10,10,-0,7
shp,68,9,7,5,8,-0,4,4,7,5,4
shp,78,4,6,7,7,3,7,7,6,3,2
shp,38,8,8,8,8,8,8,5,7,3,5
shp,41,7,5,5,10,7,8,10,10,-0,0
shp,42,7,1,8,8,10,9,6,8,3,5
shp,14,7,5,8,8,5,8,4,7,3,4
shp,65,6,5,5,8,5,6,6,6,2,2
shp,41,6,6,9,9,8,7,9,9,2,3
shp,38,8,2,7,8,8,7,4,8,4,5
shp,53,8,8,6,7,5,9,6,6,3,3
shp,48,6,5,7,9,6,7,5,8,5,3
shp,21,7,8,5,10,8,8,9,7,2,3
shp,19,8,3,8,8,10,8,9,7,2,4
shp,16,9,8,7,6,8,9,8,7,3,4
shp,21,8,10,5,8,2,10,8,9,2,3
shp,70,7,7,6,8,7,6,10,8,4,4
shp,54,7,5,7,8,7,8,6,3,2,3
shp,47,10,8,8,9,10,9,7,3,5,3
shp,28,10,10,3,9,5,10,8,9,3,9
shp,46,10,0,6,10,8,5,2,2,-0,5
shp,48,6,3,6,8,5,7,6,7,2,2
shp,33,10,6,4,9,3,10,5,9,-0,3
shp,37,10,10,7,9,4,6,7,6,2,2
shp,33,9,8,2,10,10,8,6,10,3,4
shp,30,5,5,5,10,10,10,8,8,1,3
shp,47,9,1,1,10,7,9,4,8,2,5
shp,78,10,1,6,8,-0,10,9,8,4,1
shp,34,7,9,6,9,5,7,6,8,4,3
shp,29,8,10,5,8,10,10,2,10,5,10
shp,73,6,9,8,10,5,7,7,7,2,3
shp,39,5,7,8,9,3,7,7,8,3,4
shp,51,9,10,10,10,10,9,10,10,1,0
shp,24,7,7,6,8,9,8,6,7,4,3
shp,51,10,8,8,10,3,7,7,7,1,1
shp,31,9,5,5,8,7,5,8,7,4,2
shp,55,7,7,6,8,5,5,7,7,5,4
shp,52,4,4,10,8,8,7,9,8,3,0
shp,18,7,10,9,8,5,8,4,9,2,8
shp,14,6,5,3,7,8,8,6,8,6,8
shp,70,8,2,10,8,-0,8,10,8,2,0
shp,19,10,3,8,8,5,8,8,8,1,0
shp,54,8,1,4,8,6,8,5,6,3,4
shp,49,7,4,8,8,8,8,8,8,2,3
shp,47,6,4,10,10,2,8,4,5,4,0
shp,85,8,10,10,10,5,10,10,5,5,6
shp,44,9,4,5,9,9,8,8,8,1,2
shp,77,7,4,4,10,8,7,10,8,4,9
shp,76,5,0,5,9,6,10,10,8,7,9
shp,46,7,6,7,8,2,8,7,8,3,3
shp,46,5,4,9,10,8,6,8,7,2,2
shp,15,7,6,7,8,5,8,7,5,3,4
shp,68,9,9,6,7,2,8,8,6,2,1
shp,59,7,5,3,8,6,7,5,7,3,7
shp,23,0,5,5,9,9,10,7,7,-0,3
shp,19,7,2,3,8,3,8,5,9,4,4
shp,50,7,2,7,8,8,8,10,8,3,2
shp,46,6,7,9,10,10,8,6,8,2,2
shp,60,7,0,2,8,3,9,4,8,6,6
shp,27,7,8,7,8,8,7,7,6,3,5
shp,27,9,9,7,8,8,9,7,6,2,1
shp,64,6,2,5,8,5,9,5,3,2,5
shp,34,8,5,5,7,5,7,7,7,1,2
shp,31,8,4,8,8,7,9,7,7,1,4
shp,31,4,2,6,10,7,5,8,10,4,6
shp,34,7,5,7,8,8,7,7,8,3,4
shp,34,0,0,10,10,5,8,10,4,2,0
shp,59,5,4,6,7,2,6,7,6,6,7
shp,56,7,4,8,7,5,8,7,7,7,7
shp,16,6,9,6,8,4,8,7,5,5,8
shp,26,8,7,5,7,5,7,3,5,4,6
shp,38,8,3,4,9,3,7,2,8,3,8
shp,39,9,5,9,8,8,9,9,8,-0,2
shp,84,8,5,10,8,3,8,10,5,2,5
shp,50,6,7,8,10,2,4,8,7,6,7
shp,52,9,8,10,9,10,9,10,9,1,3
shp,16,8,2,5,9,5,10,2,10,3,5
shp,15,5,3,7,9,10,9,8,8,2,2
shp,32,4,3,6,8,2,7,5,7,5,3
shp,32,5,4,8,7,9,8,8,8,3,2
shp,45,7,4,3,7,6,8,7,8,4,6
shp,68,5,10,10,8,4,5,10,4,4,0
shp,48,5,3,5,7,8,8,4,8,3,2
shp,29,8,8,5,6,9,9,7,5,4,4
shp,55,6,7,7,8,4,8,8,7,3,3
shp,43,7,8,5,8,5,8,6,7,4,6
shp,47,6,7,7,8,7,8,4,7,2,3
shp,34,9,10,7,8,10,9,8,8,3,2
shp,48,8,8,8,9,10,8,8,10,2,2
shp,16,10,3,10,10,10,10,10,10,-0,2
shp,15,6,3,8,8,8,8,6,7,3,4
shp,46,7,8,10,10,5,5,10,8,5,7
shp,40,9,2,9,8,4,9,5,6,4,5
shp,46,7,9,10,8,8,7,9,6,2,1
shp,41,10,2,10,10,10,8,5,8,2,5
shp,29,7,7,7,9,8,9,7,8,2,3
shp,51,3,2,2,8,7,7,4,7,5,7
shp,36,8,7,5,8,5,8,5,8,5,4
shp,59,5,0,5,8,5,7,10,9,4,0
shp,38,8,1,8,9,2,10,8,8,1,2
shp,59,7,8,7,8,7,8,8,8,5,3
shp,59,8,10,10,10,7,4,10,8,8,6
shp,24,7,6,9,10,-0,7,8,5,-0,7
shp,45,8,7,3,8,2,6,8,7,2,3
shp,38,6,4,7,9,7,7,8,8,3,3
shp,77,7,5,8,8,5,9,5,7,2,5
shp,64,2,5,10,10,10,8,10,5,1,3
shp,61,8,8,5,10,10,8,8,8,4,6
shp,55,7,5,5,8,9,9,8,8,2,3
shp,51,5,2,8,8,8,8,8,9,5,3
shp,16,9,2,5,9,5,8,3,8,2,5
shp,26,8,7,5,5,7,9,6,7,2,4
shp,17,5,2,4,8,3,7,6,8,2,5
shp,69,6,7,6,9,3,8,5,9,2,5
shp,66,7,8,8,8,4,7,8,10,5,5
shp,54,8,7,6,8,5,7,7,7,2,3
shp,54,8,7,9,7,3,6,4,6,1,0
shp,21,6,3,6,8,7,6,3,5,6,7
shp,62,5,10,4,8,5,10,5,6,1,5
shp,64,5,10,10,10,6,7,10,7,2,2
shp,42,7,5,8,7,5,7,6,6,3,4
shp,60,9,1,10,9,9,9,2,9,2,2
shp,64,9,4,3,7,8,8,8,8,2,5
shp,48,9,10,10,9,9,9,9,9,3,6
shp,49,7,2,6,9,3,8,5,8,1,3
shp,38,7,5,7,8,7,8,7,5,2,3
shp,38,7,4,8,9,6,9,7,6,-0,2
shp,48,5,8,7,9,8,9,9,5,5,2
shp,29,7,4,8,8,4,7,7,8,3,4
shp,47,8,8,8,9,3,7,8,8,3,2
shp,41,7,7,5,8,5,7,5,10,1,5
shp,37,6,8,7,9,-0,8,5,8,2,4
shp,54,6,7,6,7,7,7,4,7,4,4
shp,23,6,2,8,8,1,7,6,7,4,7
shp,20,7,7,4,6,7,9,2,6,3,7
shp,17,8,5,8,9,9,10,8,7,2,2
shp,46,8,10,7,7,9,8,5,7,5,4
shp,51,7,8,7,8,6,8,8,7,4,3
shp,38,7,5,7,8,10,9,8,8,2,3
shp,34,4,3,4,8,2,7,5,8,2,2
shp,47,6,7,4,7,8,8,5,5,2,5
shp,15,6,2,3,7,5,6,7,8,3,3
shp,54,6,4,8,8,3,7,8,9,4,4
shp,51,7,6,8,9,7,10,9,8,1,2
shp,66,7,8,6,7,5,7,4,5,3,5
shp,46,7,3,2,8,2,7,7,7,2,8
shp,52,5,5,10,7,3,5,10,5,8,5
shp,77,5,0,10,10,-0,5,10,5,2,0
shp,90,10,7,10,10,1,9,5,5,5,4
shp,58,8,7,8,8,7,9,8,8,2,7
shp,38,8,7,9,7,10,8,8,4,5,6
shp,17,9,9,10,7,5,10,9,8,2,1
shp,32,7,8,7,9,8,7,7,7,5,7
shp,65,9,0,10,10,2,9,10,8,2,4
shp,34,10,0,1,8,3,10,1,8,2,7
shp,35,5,7,9,8,7,7,7,8,2,2
shp,45,7,2,7,8,7,7,4,8,3,3
shp,53,8,8,7,8,8,7,8,7,5,2
shp,51,8,8,6,9,7,8,6,7,2,3
shp,43,5,3,7,7,5,6,7,7,2,4
shp,47,6,4,8,8,8,8,8,8,2,3
shp,51,8,5,6,8,7,9,7,8,5,2
shp,22,6,4,9,10,9,8,5,9,2,2
shp,19,8,9,6,7,4,8,7,7,2,4
shp,37,5,10,2,8,1,3,8,3,2,2
shp,14,10,0,4,2,-0,10,5,10,-0,10
shp,40,5,4,8,8,8,8,6,8,4,3
shp,32,9,7,8,9,3,6,5,3,3,4
shp,26,8,7,8,9,8,9,5,8,4,2
shp,58,10,7,4,10,2,9,4,8,1,2
shp,39,9,2,7,8,8,8,3,6,2,6
shp,50,8,10,5,10,2,8,5,6,3,5
shp,61,6,7,8,9,7,7,7,8,4,2
shp,58,8,8,8,8,5,9,6,8,1,2
shp,24,5,3,5,7,8,8,7,8,3,2
shp,26,7,7,3,8,5,7,8,8,1,7
shp,62,8,7,3,8,7,9,2,3,4,7
shp,79,6,9,10,9,3,9,9,8,2,5
shp,71,10,5,10,10,10,10,10,10,-0,0
shp,60,2,9,4,8,7,5,7,5,3,7
shp,39,8,7,8,8,-0,4,7,7,3,6
shp,35,10,8,9,8,6,6,7,6,2,0
shp,36,6,2,9,7,10,8,7,8,2,0
shp,34,5,1,4,5,5,2,5,2,2,6
shp,59,8,7,7,8,5,8,4,7,3,7
shp,62,8,10,10,10,5,10,10,8,-0,0
shp,38,7,6,6,7,6,7,5,6,5,3
shp,88,10,10,5,10,5,9,10,9,1,2
shp,43,8,5,7,7,3,8,3,8,4,5
shp,45,10,5,10,10,3,8,3,8,2,7
shp,21,10,10,3,6,-0,10,5,10,-0,1
shp,17,7,4,6,8,3,7,4,6,2,3
shp,64,8,8,8,9,8,8,4,8,2,7
shp,64,5,7,8,9,6,8,7,8,4,4
shp,56,9,8,8,8,8,7,8,8,3,2
shp,34,8,8,9,10,4,9,9,8,-0,0
shp,28,7,5,7,8,8,7,5,7,3,4
shp,70,7,9,8,8,3,7,8,5,3,8
shp,36,5,8,5,8,8,8,7,8,4,3
shp,38,5,4,5,8,5,5,8,8,3,2
shp,51,7,5,10,10,8,10,10,8,-0,1
shp,85,8,10,10,10,10,8,10,5,-0,0
shp,47,8,8,4,8,7,8,6,8,5,4
shp,42,6,2,7,10,8,7,3,9,4,3
shp,40,5,2,8,9,9,9,8,8,3,3
shp,67,9,2,6,9,9,7,3,8,4,6
shp,57,9,8,7,9,7,8,6,7,2,3
shp,42,4,8,8,8,3,7,7,7,2,4
shp,54,10,9,9,9,9,9,8,5,2,1
shp,44,8,5,8,10,5,8,8,5,2,3
shp,22,8,7,8,7,10,8,7,10,3,2
shp,77,0,0,10,10,10,10,10,10,5,0
shp,24,5,6,3,8,10,7,4,7,6,6
shp,68,5,5,5,5,5,5,3,5,5,7
shp,66,5,5,5,7,6,7,6,7,3,3
shp,64,8,5,5,8,8,9,4,2,7,7
shp,39,7,7,6,7,6,7,6,6,4,4
shp,71,10,10,5,10,5,10,10,8,2,5
shp,58,7,8,8,10,7,10,10,9,2,0
shp,56,6,3,5,7,7,9,6,7,3,4
shp,41,10,10,7,10,9,10,8,9,3,4
shp,57,3,3,5,9,5,6,3,7,4,3
shp,50,8,8,8,9,3,8,8,7,2,2
shp,49,6,4,7,8,7,7,8,7,4,3
shp,78,10,4,7,8,10,10,10,10,-0,0
shp,65,8,8,4,7,8,7,7,8,2,4
