dataset,age,bfi_O_imag,bfi_O_arti,bfi_C_lazy,bfi_C_thor,bfi_E_rese,bfi_E_soci,bfi_A_faul,bfi_A_trus,bfi_N_rela,bfi_N_nerv
shp,20,6,10,5,8,4,7,5,7,4,4
shp,72,10,10,10,10,10,8,5,7,5,4
shp,64,6,4,2,9,2,4,4,9,5,6
shp,78,7,10,10,8,4,10,7,6,2,6
shp,45,8,8,8,9,8,8,8,8,3,7
shp,20,9,8,10,8,10,9,7,9,2,1
shp,18,8,8,8,9,7,10,7,9,1,4
shp,73,8,10,10,8,5,10,7,8,3,0
shp,45,8,2,10,9,10,9,10,9,-0,2
shp,42,9,5,5,7,10,10,8,9,1,2
shp,36,8,10,9,8,10,7,6,7,3,6
shp,87,5,10,2,10,2,0,10,7,2,10
shp,45,7,8,5,8,5,6,6,8,2,3
shp,41,4,8,10,9,10,6,7,9,7,10
shp,36,7,3,6,8,7,8,5,7,5,8
shp,35,10,2,8,9,9,8,3,8,1,2
shp,64,6,8,8,8,4,7,5,5,2,2
shp,62,4,3,8,8,9,8,5,3,4,5
shp,58,6,8,8,8,2,8,3,8,2,2
shp,29,7,8,5,8,-0,6,5,8,3,4
shp,27,7,5,6,9,8,7,4,7,5,4
shp,65,6,9,7,10,6,8,5,8,4,6
shp,62,6,2,8,9,5,8,4,7,2,3
shp,39,6,7,7,7,6,6,7,6,4,4
shp,56,10,8,10,10,7,10,10,8,2,1
shp,66,9,9,6,8,6,8,8,7,2,6
shp,45,10,10,10,10,10,10,10,10,-0,0
shp,42,4,8,5,8,10,7,10,5,4,2
shp,16,8,0,5,7,7,4,1,8,8,3
shp,37,10,0,1,10,5,5,9,2,-0,0
shp,39,7,2,3,8,5,7,6,6,3,4
shp,31,6,6,7,7,10,9,2,7,3,2
shp,55,10,6,9,9,5,8,9,9,4,6
shp,56,9,10,7,9,7,9,7,7,5,8
shp,50,10,10,8,8,8,9,5,8,2,2
shp,15,10,10,7,9,1,7,1,5,5,10
shp,65,6,8,8,10,5,8,8,8,3,3
shp,32,3,8,1,7,4,6,8,7,3,2
shp,36,7,3,8,6,10,8,3,9,2,4
shp,59,6,4,6,8,6,7,7,8,3,5
shp,54,6,9,10,10,10,10,4,10,4,1
shp,24,10,7,9,8,8,8,7,8,1,0
shp,23,7,8,10,8,10,7,10,8,2,3
shp,56,5,7,8,8,7,7,6,8,7,8
shp,73,5,8,4,7,3,4,7,5,3,5
shp,40,9,0,3,8,6,8,3,4,5,9
shp,58,8,9,6,9,4,7,8,8,1,1
shp,57,9,9,8,8,10,9,7,8,3,2
shp,60,7,5,10,7,5,8,6,8,3,4
shp,51,5,3,2,8,10,7,9,8,4,6
shp,26,2,5,10,10,10,10,10,10,4,5
shp,24,9,7,8,8,10,9,9,9,2,3
shp,25,7,5,7,9,10,10,7,9,1,3
shp,58,9,8,3,9,7,9,5,7,2,3
shp,50,5,8,8,8,10,8,5,8,3,3
shp,77,2,0,5,5,10,8,10,8,5,2
shp,60,5,10,10,10,10,10,2,5,-0,0
shp,67,7,5,7,8,2,5,7,10,1,8
shp,64,6,1,10,8,10,6,5,8,2,2
shp,69,7,0,10,10,10,10,2,10,2,3
shp,68,5,5,6,10,5,10,6,10,2,2
shp,70,5,5,3,5,7,2,7,3,8,2
shp,68,7,7,6,8,4,7,5,8,4,5
shp,54,7,4,4,8,3,7,7,5,4,3
shp,44,10,7,6,7,7,6,4,7,4,3
shp,19,9,5,5,8,4,8,8,8,1,2
shp,16,3,0,3,6,3,7,7,8,5,4
shp,50,4,7,4,8,6,6,7,6,2,2
shp,50,2,10,4,9,9,9,7,8,1,0
shp,62,7,7,8,9,10,9,6,9,3,4
shp,49,10,10,7,10,10,10,5,8,3,6
shp,48,8,3,7,8,2,6,6,6,3,2
shp,72,10,2,6,10,4,10,3,5,-0,5
shp,67,5,8,5,10,3,9,3,8,4,7
shp,55,8,10,10,10,8,8,9,7,2,0
shp,47,10,2,2,7,1,9,5,7,6,9
shp,50,6,7,3,6,5,6,6,7,4,5
shp,48,9,8,4,7,5,8,5,8,4,5
shp,15,9,8,4,7,5,8,5,7,2,4
shp,63,6,6,8,8,8,8,8,6,2,2
shp,59,8,8,10,8,9,9,4,8,3,2
shp,34,5,4,5,10,5,8,7,6,2,3
shp,35,10,3,7,8,10,8,5,7,2,3
shp,62,10,3,8,10,10,9,9,10,2,2
shp,58,9,9,9,8,6,6,8,6,-0,1
shp,57,7,6,3,8,5,7,6,7,4,7
shp,25,6,6,2,6,5,7,5,6,4,4
shp,21,5,8,6,9,3,5,7,8,1,4
shp,83,8,8,9,7,10,5,9,7,7,2
shp,48,7,8,6,9,8,8,8,9,1,2
shp,26,3,1,3,8,7,5,8,3,3,4
shp,15,8,7,7,7,10,10,2,8,3,5
shp,14,7,8,5,8,5,7,8,6,4,10
shp,26,6,5,7,9,7,6,5,7,3,4
shp,52,8,10,10,10,10,10,8,10,-0,0
shp,23,10,6,6,7,5,8,4,7,2,3
shp,20,7,6,8,8,8,7,7,8,1,4
shp,79,5,10,8,9,5,5,8,7,5,4
shp,73,7,10,6,10,5,8,9,10,4,4
shp,43,8,2,10,10,5,8,10,10,2,0
shp,52,10,2,9,9,5,8,7,7,1,2
shp,51,5,5,3,8,3,5,10,9,2,2
shp,27,6,2,7,8,2,7,7,8,2,6
shp,54,8,4,5,9,6,9,6,8,1,6
shp,51,10,7,10,10,-0,8,7,9,1,0
shp,47,7,8,9,7,7,8,7,8,1,1
shp,46,6,2,8,9,4,6,7,9,2,5
shp,18,10,10,4,7,10,9,4,3,1,1
shp,17,7,8,5,8,5,7,4,8,1,2
shp,80,5,9,10,8,2,8,10,8,2,0
shp,72,6,6,5,8,2,6,5,5,2,8
shp,76,5,6,3,7,2,5,7,7,3,7
shp,76,6,6,6,8,2,6,4,8,2,4
shp,44,9,10,10,10,4,8,8,7,5,0
shp,36,8,2,7,7,4,7,7,7,4,4
shp,67,5,0,5,10,2,5,7,7,5,6
shp,32,8,3,5,8,2,9,3,3,2,5
shp,71,1,0,6,9,3,6,9,6,3,7
shp,41,10,10,8,9,10,9,7,5,5,4
shp,63,5,7,5,5,5,5,8,5,5,5
shp,36,6,9,8,10,5,7,4,5,4,2
shp,69,5,10,10,10,10,8,10,10,2,0
shp,42,6,8,5,8,5,8,8,8,1,3
shp,35,10,8,10,10,9,8,8,7,-0,2
shp,27,7,0,5,10,3,7,8,9,2,3
shp,55,5,7,3,8,4,3,8,7,3,5
shp,35,6,3,6,7,5,7,6,6,3,3
shp,46,5,6,3,8,8,7,8,8,8,5
shp,45,7,6,7,8,8,7,8,8,3,2
shp,55,4,7,8,8,3,6,7,8,2,3
shp,50,7,8,5,8,8,7,3,8,4,3
shp,20,6,6,6,7,7,7,4,8,6,4
shp,18,8,6,5,8,8,8,9,7,2,2
shp,15,7,8,5,7,4,8,4,6,4,6
shp,47,8,6,6,9,8,8,8,9,3,4
shp,46,8,6,5,9,7,8,7,7,2,3
shp,17,6,8,10,8,10,9,10,6,4,2
shp,17,5,8,6,9,8,8,8,10,4,6
shp,14,5,9,3,6,7,8,8,5,6,6
shp,36,8,10,2,10,7,8,2,8,5,6
shp,48,6,5,6,8,7,8,6,8,3,6
shp,47,9,4,3,7,4,7,2,8,3,7
shp,17,4,7,1,5,6,7,5,9,3,3
shp,16,9,7,2,7,3,4,1,8,5,7
shp,66,8,4,8,8,4,7,6,8,4,6
shp,72,8,2,6,10,10,8,8,9,1,3
shp,50,8,8,7,8,8,3,6,8,5,7
shp,51,8,6,5,8,6,9,7,9,2,2
shp,53,8,2,7,8,4,9,7,8,7,2
shp,45,10,7,5,8,8,8,5,4,5,6
shp,72,8,6,6,7,6,8,4,7,2,6
shp,58,7,8,6,8,10,9,8,8,5,3
shp,19,8,10,8,10,10,9,6,8,1,10
shp,52,5,5,5,6,10,5,5,6,3,4
shp,49,7,1,7,8,10,7,6,6,2,2
shp,24,9,3,7,8,10,9,2,5,2,4
shp,51,7,2,2,8,3,8,3,8,2,9
shp,39,7,4,5,7,6,7,5,8,1,2
shp,54,6,8,7,9,9,8,7,7,4,9
shp,45,7,8,5,8,7,8,5,8,6,5
shp,22,8,7,5,8,8,8,6,6,6,5
shp,69,8,4,10,8,5,8,5,7,2,0
shp,55,7,8,8,8,7,7,7,7,1,2
shp,57,8,9,9,10,8,8,8,8,3,8
shp,23,7,9,5,7,5,7,4,5,2,2
shp,19,9,8,7,8,8,8,7,6,3,6
shp,71,5,8,7,8,6,8,7,8,3,3
shp,65,3,8,8,9,2,5,7,6,3,5
shp,54,7,0,10,9,-0,10,10,8,-0,0
shp,28,7,7,7,5,7,7,6,5,5,4
shp,35,7,3,10,9,10,8,6,7,1,0
shp,86,5,8,4,7,4,8,7,8,4,5
shp,66,10,7,7,10,10,10,9,7,5,6
shp,76,5,0,10,10,3,8,10,7,2,0
shp,75,0,10,10,10,5,5,5,0,-0,5
shp,78,6,8,5,8,5,8,6,7,3,7
shp,76,10,6,5,8,10,9,10,8,2,5
shp,55,8,5,4,8,5,8,6,7,5,6
shp,80,9,5,10,8,10,8,8,8,3,5
shp,52,7,8,5,7,9,7,5,7,4,5
shp,19,9,10,-0,7,2,4,5,5,1,7
shp,44,5,5,9,7,7,7,7,7,3,3
shp,59,7,3,3,8,3,7,5,8,2,2
shp,39,7,7,5,8,4,5,5,7,2,7
shp,66,5,5,9,9,6,8,6,3,2,5
shp,55,8,9,4,9,3,6,8,8,2,2
shp,15,2,8,3,9,10,10,9,2,-0,7
shp,66,6,4,6,6,5,8,7,5,4,5
shp,51,4,5,4,7,6,6,6,6,5,7
shp,44,5,3,2,9,9,8,8,7,1,1
shp,39,2,3,5,5,5,9,5,5,1,2
shp,18,9,5,7,9,5,9,7,8,2,2
shp,15,7,0,4,8,5,9,5,7,2,2
shp,42,7,6,8,8,10,8,5,8,3,4
shp,42,5,7,6,8,5,6,7,7,6,6
shp,17,4,1,6,6,5,6,7,6,4,5
shp,14,8,7,7,7,8,8,8,5,3,2
shp,85,10,8,5,10,5,9,6,9,2,5
shp,59,7,5,8,7,5,7,6,6,3,6
shp,20,8,6,5,8,4,6,7,8,6,7
shp,40,7,8,9,8,8,7,9,8,2,1
shp,38,8,8,5,8,10,8,8,8,2,3
shp,15,8,10,5,7,10,8,4,8,3,7
shp,48,7,4,5,7,7,5,5,7,5,7
shp,46,6,5,8,7,2,6,6,5,4,5
shp,15,9,7,6,7,6,6,7,8,3,1
shp,72,5,2,7,8,5,8,5,6,3,6
shp,63,8,10,7,9,7,8,8,4,3,10
shp,48,4,0,10,10,8,10,7,7,2,3
shp,21,7,3,6,8,5,7,7,8,2,2
shp,20,8,8,5,9,8,7,4,7,4,6
shp,17,8,3,5,8,7,9,8,7,3,6
shp,57,7,2,5,8,9,7,5,5,5,5
shp,49,8,10,5,6,5,2,5,5,2,2
shp,15,5,6,5,9,7,7,6,7,2,5
shp,47,8,5,5,9,8,8,7,8,3,3
shp,15,5,9,6,9,10,8,8,9,2,1
shp,53,8,7,6,9,5,8,8,7,2,2
shp,48,6,8,8,8,8,8,5,8,3,3
shp,24,10,0,5,7,10,10,3,10,2,3
shp,22,7,3,6,8,7,8,6,8,2,2
shp,21,6,5,7,8,7,5,8,7,5,4
shp,86,5,0,10,5,3,10,5,5,2,0
shp,59,7,5,5,7,4,7,4,6,3,4
shp,52,8,2,5,7,8,8,7,5,5,2
shp,60,8,5,8,9,3,7,5,8,2,2
shp,60,4,4,3,9,-0,7,6,8,3,6
shp,53,5,3,7,10,10,10,8,10,2,2
shp,76,10,5,5,10,10,10,5,5,5,5
shp,65,7,7,8,9,8,8,5,7,1,2
shp,64,7,10,7,10,5,10,10,10,3,10
shp,65,10,8,4,7,-0,8,4,10,2,6
shp,63,4,4,7,8,4,5,7,6,4,5
shp,48,8,6,8,10,5,6,4,6,2,3
shp,18,10,10,5,8,4,6,9,7,3,3
shp,15,10,1,4,4,8,8,5,6,5,4
shp,57,8,10,8,10,-0,9,1,10,2,3
shp,30,7,6,7,9,4,7,6,3,4,7
shp,59,7,6,3,9,4,9,5,9,1,5
shp,79,6,2,10,6,2,8,10,8,2,4
shp,44,7,5,3,8,3,8,4,8,3,5
shp,14,7,8,5,8,7,8,6,5,6,10
shp,61,6,8,8,8,2,8,8,9,2,1
shp,27,7,7,5,8,1,7,5,6,3,5
shp,24,8,9,4,7,6,8,5,8,2,3
shp,59,6,7,4,7,5,6,7,6,6,3
shp,47,5,6,7,7,3,4,6,7,2,6
shp,19,5,8,5,7,4,7,6,7,5,3
shp,18,6,8,8,9,8,8,6,8,2,8
shp,61,9,9,6,8,6,8,6,6,5,6
shp,29,5,4,6,5,2,4,8,5,2,8
shp,26,5,7,7,8,4,4,7,6,2,4
shp,67,5,3,10,9,3,8,3,8,10,5
shp,33,10,5,10,10,10,0,10,10,-0,0
shp,40,6,7,6,7,8,7,5,7,5,4
shp,15,7,5,3,8,3,9,5,7,1,8
shp,48,5,5,6,10,5,7,9,8,3,3
shp,72,5,8,6,8,3,8,7,6,2,8
shp,64,8,5,8,8,4,7,5,8,3,2
shp,59,5,5,2,6,4,6,4,6,4,8
shp,80,10,0,10,10,5,8,10,5,2,0
shp,68,6,10,3,10,4,6,4,7,6,6
shp,58,8,1,4,7,5,8,8,6,6,2
shp,61,10,2,8,10,6,10,7,3,2,2
shp,92,5,5,1,8,5,1,2,8,5,3
shp,75,5,5,10,8,-0,8,6,8,2,5
shp,77,10,10,10,10,6,6,5,4,5,7
shp,75,7,10,5,8,-0,7,7,8,-0,3
shp,61,4,3,2,9,8,8,6,9,3,4
shp,46,9,10,6,9,8,8,5,9,1,2
shp,46,7,9,10,10,4,6,3,8,3,2
shp,18,5,10,8,8,9,7,4,8,2,1
shp,15,6,8,7,5,5,7,9,8,2,2
shp,57,7,5,8,8,8,8,7,7,2,2
shp,45,8,9,5,10,-0,5,2,8,1,2
shp,43,9,10,8,8,8,9,2,9,2,5
shp,15,8,8,7,5,5,7,5,5,2,3
shp,59,7,4,8,10,10,7,7,7,5,5
shp,57,7,8,7,8,2,5,5,5,4,3
shp,29,7,8,7,10,1,2,3,3,4,5
shp,55,4,3,2,9,5,8,4,7,4,6
shp,28,7,8,3,8,10,9,2,8,2,3
shp,21,8,0,5,9,-0,6,5,9,2,10
shp,25,5,8,9,8,9,7,8,5,6,9
shp,46,8,7,10,9,2,7,7,2,2,9
shp,72,7,5,10,10,10,10,10,10,3,0
shp,60,5,2,5,3,8,6,5,8,7,7
shp,30,8,7,6,7,6,7,4,6,6,5
shp,59,7,3,4,8,3,7,4,7,3,6
shp,63,8,5,9,9,-0,3,6,6,1,5
shp,40,8,6,6,9,2,7,5,8,3,4
shp,41,7,5,7,8,5,5,7,5,5,5
shp,37,3,2,9,9,2,1,9,8,3,3
shp,17,3,6,5,6,5,7,9,5,6,5
shp,14,5,8,5,7,5,8,5,8,3,3
shp,56,8,8,8,10,5,5,8,5,7,5
shp,56,5,0,10,10,-0,10,5,10,5,10
shp,29,5,3,5,8,2,6,7,6,3,8
shp,61,8,3,10,6,2,6,4,8,5,7
shp,61,9,6,8,8,3,9,8,8,1,2
shp,29,5,5,7,8,3,8,6,8,3,4
shp,35,5,0,7,10,5,5,5,10,-0,5
shp,44,7,3,5,7,7,7,7,7,5,6
shp,47,9,4,5,10,2,4,10,9,6,1
shp,46,8,2,10,10,2,8,5,10,2,5
shp,34,7,8,7,9,1,8,6,9,2,3
shp,44,5,5,8,7,8,7,4,6,4,5
shp,74,9,8,10,8,5,6,7,7,3,3
shp,58,9,10,8,9,3,9,5,7,-0,4
shp,58,10,10,9,8,3,7,9,7,2,0
shp,19,8,10,2,5,5,8,2,5,6,4
shp,68,9,5,4,10,-0,9,5,0,2,6
shp,63,5,8,10,10,10,5,8,10,2,0
shp,56,7,7,6,8,5,8,6,5,2,4
shp,53,5,8,6,9,3,6,5,8,4,3
shp,20,6,10,7,8,3,6,6,8,3,3
shp,18,6,4,3,6,5,6,5,5,5,6
shp,46,6,3,4,8,2,3,2,8,5,5
shp,16,7,8,6,4,9,8,8,7,4,2
shp,32,7,7,3,8,3,6,3,8,2,3
shp,28,5,2,6,9,5,9,4,6,3,6
shp,51,7,6,8,7,7,7,7,7,6,8
shp,50,7,6,3,9,5,9,6,8,2,7
shp,25,8,8,3,8,1,5,8,7,1,1
shp,59,8,6,6,9,2,5,8,4,6,8
shp,72,7,9,6,6,3,7,5,7,5,6
shp,52,8,5,2,9,5,8,7,5,2,8
shp,57,4,2,3,8,3,8,7,5,4,3
shp,68,8,4,8,8,3,8,6,8,4,2
shp,64,8,8,2,8,4,8,6,7,5,3
shp,81,3,10,10,8,7,4,10,8,3,0
shp,50,5,3,6,7,6,6,6,6,5,6
shp,21,8,8,1,7,8,8,7,7,2,8
shp,37,7,5,8,10,-0,0,5,5,3,8
shp,52,6,3,10,9,4,9,10,9,1,0
shp,65,9,9,4,10,9,9,3,2,9,10
shp,49,7,5,8,8,5,3,5,7,2,2
shp,47,8,9,9,8,4,7,2,7,9,8
shp,19,2,7,9,7,4,5,3,6,2,5
shp,17,8,5,2,6,4,7,5,5,3,4
shp,15,6,5,2,7,-0,7,4,7,5,4
shp,62,5,5,5,8,2,6,8,6,6,8
shp,45,7,5,5,7,5,5,5,6,3,2
shp,45,6,9,6,10,7,8,6,8,2,2
shp,85,6,8,10,6,2,6,4,6,4,0
shp,67,6,9,4,8,2,6,5,6,4,6
shp,66,6,9,5,8,6,7,7,8,5,2
shp,71,10,8,10,10,5,10,8,8,2,2
shp,64,7,0,5,10,10,10,5,8,5,0
shp,60,7,8,9,10,10,10,3,10,2,7
shp,47,9,8,2,6,3,6,8,10,-0,0
shp,45,4,5,4,7,3,5,7,8,3,4
shp,14,10,10,2,7,4,6,6,9,5,4
shp,48,9,8,8,8,2,5,5,8,5,3
shp,41,8,2,9,10,10,8,7,9,2,1
shp,63,9,8,5,9,7,8,4,8,2,3
shp,63,3,4,5,7,2,5,7,8,5,7
shp,66,8,7,6,9,4,6,8,7,2,3
shp,45,7,6,6,9,4,7,6,5,6,5
shp,45,5,8,3,6,6,8,7,8,5,5
shp,38,5,5,10,10,10,10,10,5,5,5
shp,43,4,8,3,8,3,3,9,5,4,2
shp,40,6,8,7,9,4,7,3,8,3,5
shp,42,6,8,4,9,7,8,7,7,4,3
shp,34,9,10,8,7,5,6,8,7,5,4
shp,59,6,5,8,8,8,8,8,9,4,3
shp,27,8,7,7,8,8,8,5,8,2,2
shp,25,7,2,4,7,4,7,7,7,4,6
shp,38,4,0,10,7,2,7,9,8,7,5
shp,51,8,1,8,9,6,7,4,8,3,2
shp,17,10,9,4,8,6,7,8,6,8,6
shp,60,10,2,10,10,-0,10,2,10,5,10
shp,53,6,2,8,8,4,3,5,3,4,4
shp,37,8,8,8,9,5,8,8,7,2,4
shp,58,10,8,5,8,7,7,4,8,5,4
shp,62,9,8,1,6,5,9,9,8,6,4
shp,48,5,8,8,8,-0,2,8,6,2,5
shp,46,7,0,8,5,5,9,8,8,2,0
shp,50,7,4,3,10,5,6,5,5,3,6
shp,42,6,6,6,6,4,6,6,6,4,4
shp,26,10,6,6,10,7,10,8,8,2,3
shp,22,7,10,10,10,8,7,5,6,2,4
shp,21,6,5,4,6,6,7,2,5,4,3
shp,62,9,6,-0,8,6,7,7,8,3,3
shp,21,8,1,3,5,4,9,3,5,7,9
shp,27,8,5,8,8,1,5,7,8,3,3
shp,65,8,9,7,9,7,8,7,8,3,2
shp,41,7,2,5,8,2,8,5,7,3,7
shp,58,6,2,6,8,3,8,5,8,2,7
shp,58,5,6,7,8,3,5,3,4,4,8
shp,27,6,4,7,8,7,7,7,8,4,3
shp,28,5,8,7,9,2,8,7,6,2,4
shp,49,5,6,2,8,2,6,4,5,6,9
shp,48,8,5,10,9,3,6,6,7,2,4
shp,18,6,6,-0,7,5,8,6,7,4,5
shp,15,9,9,2,4,4,8,5,8,5,6
shp,62,6,7,7,10,5,6,2,8,1,3
shp,52,3,4,3,8,4,2,7,5,8,4
shp,55,7,5,7,10,-0,4,3,8,3,8
shp,20,3,8,7,8,3,4,4,2,2,2
shp,67,4,7,6,8,5,8,6,7,6,4
shp,52,8,10,8,9,4,7,8,8,2,2
shp,58,5,8,10,10,8,10,10,8,4,10
shp,34,4,8,10,10,8,5,8,5,2,1
shp,42,5,5,7,10,6,2,5,5,2,5
shp,52,8,10,8,10,5,10,8,8,-0,3
shp,51,8,8,8,8,7,9,7,7,4,5
shp,15,6,6,7,8,3,4,7,7,4,4
shp,83,8,8,2,8,2,8,7,8,2,5
shp,71,5,2,5,8,2,8,8,8,2,7
shp,62,5,2,9,10,9,9,3,9,3,8
shp,60,10,8,10,9,5,7,10,5,-0,6
shp,37,9,10,8,9,-0,9,9,10,1,3
shp,68,6,8,7,9,2,6,7,9,2,3
shp,68,9,4,10,9,1,8,3,5,3,7
shp,64,8,8,3,8,5,7,5,8,3,2
shp,63,5,7,7,7,3,6,7,5,4,3
shp,60,9,6,8,9,5,4,5,8,5,5
shp,30,5,7,10,10,10,6,4,8,5,6
shp,27,6,5,8,8,9,9,8,7,5,2
shp,62,8,7,5,9,7,9,3,2,2,2
shp,38,7,9,10,8,7,7,7,6,3,3
shp,38,7,7,8,9,7,5,5,8,1,1
shp,40,8,7,10,10,8,10,7,5,2,6
shp,74,8,5,9,10,5,8,8,8,2,3
shp,80,8,8,8,8,5,10,5,8,2,1
shp,64,7,9,9,8,5,9,7,8,3,5
shp,63,7,4,5,7,7,7,7,8,3,2
shp,24,7,6,4,8,4,7,5,7,2,7
shp,49,8,4,2,8,10,8,6,5,-0,8
shp,54,6,4,8,8,3,8,5,8,2,7
shp,45,7,7,8,10,-0,8,7,10,-0,0
shp,56,10,8,5,9,7,8,7,3,4,4
shp,14,9,10,2,2,10,10,8,10,2,1
shp,59,9,5,3,9,5,9,8,9,5,2
shp,55,9,5,10,10,8,9,7,10,1,0
shp,42,6,4,3,9,2,7,4,8,5,5
shp,75,10,0,10,10,8,10,10,5,2,8
shp,73,8,10,4,7,3,8,3,7,4,7
shp,80,7,2,3,6,4,4,2,3,5,5
shp,54,7,3,4,8,2,3,7,7,3,5
shp,53,7,4,5,7,4,5,6,4,3,5
shp,30,7,4,7,8,2,4,6,8,2,3
shp,32,5,6,3,7,10,8,6,5,3,5
shp,35,5,6,7,8,-0,5,7,6,2,7
shp,22,10,7,8,7,4,6,10,7,3,2
shp,20,9,7,7,8,8,8,5,8,3,2
shp,64,8,5,8,8,8,8,8,8,5,3
shp,56,4,2,3,8,2,2,8,5,2,3
shp,26,6,2,8,10,3,6,7,7,3,6
shp,56,8,3,3,8,4,8,4,8,3,4
shp,54,7,7,10,9,4,8,5,8,2,3
shp,20,7,6,6,8,5,8,8,7,5,5
shp,45,7,3,3,8,4,8,5,8,3,7
shp,40,7,2,9,10,7,9,9,7,2,4
shp,58,8,2,9,9,1,8,7,8,1,1
shp,56,7,5,7,7,5,8,7,6,3,4
shp,31,5,5,3,8,-0,5,7,10,3,8
shp,28,7,4,8,10,6,7,7,3,4,6
shp,23,6,5,4,9,4,8,6,6,2,3
shp,36,7,8,7,8,5,7,6,7,1,1
shp,31,7,10,8,8,5,7,8,7,3,5
shp,46,10,10,8,10,2,7,8,8,5,7
shp,42,7,10,8,8,5,5,7,5,3,8
shp,16,7,5,7,7,5,7,6,7,3,5
shp,63,7,6,4,7,7,5,3,5,2,3
shp,51,8,3,3,9,5,8,5,8,2,4
shp,48,7,2,6,9,2,7,3,8,3,5
shp,35,8,2,4,8,9,9,2,8,3,6
shp,67,7,3,6,9,5,8,3,5,3,8
shp,37,10,10,8,10,5,8,10,8,1,1
shp,56,8,3,2,8,-0,3,3,8,2,5
shp,34,5,2,6,10,5,7,3,8,1,7
shp,25,6,7,5,9,2,7,4,8,2,5
shp,23,5,2,10,8,8,7,7,10,5,3
shp,52,5,10,8,8,1,7,5,10,1,1
shp,27,5,9,8,8,-0,2,7,10,2,2
shp,26,6,9,9,9,9,9,5,8,4,2
shp,34,6,7,6,8,7,6,4,6,4,6
shp,39,6,5,5,7,5,6,4,7,3,5
shp,17,4,8,3,7,2,8,3,5,5,5
shp,86,6,5,5,6,10,8,5,6,4,0
shp,67,5,5,4,7,4,7,7,7,2,2
shp,62,8,10,9,10,5,9,5,9,1,2
shp,47,6,6,7,8,5,4,5,7,2,3
shp,43,7,3,8,8,3,6,3,2,5,8
shp,17,6,2,7,8,5,6,7,7,1,0
shp,14,8,1,5,6,8,8,6,7,5,4
shp,72,5,5,4,8,5,6,6,3,4,2
shp,62,6,2,8,10,5,8,9,8,5,2
shp,50,10,10,10,10,10,8,10,4,2,0
shp,59,7,5,8,8,1,7,8,8,3,9
shp,63,8,6,10,10,10,8,3,5,6,5
shp,62,8,8,6,7,5,8,6,7,1,4
shp,45,2,8,5,9,3,5,3,4,4,6
shp,44,9,5,8,9,4,7,4,6,4,3
shp,37,8,10,10,10,10,5,10,8,2,2
shp,36,7,8,10,9,2,4,7,6,2,7
shp,56,10,3,9,9,7,8,1,9,5,5
shp,56,8,5,7,10,4,6,7,8,3,3
shp,30,7,7,7,9,4,5,4,5,4,3
shp,27,8,8,8,8,3,6,5,7,4,6
shp,22,6,6,7,8,5,6,4,6,3,3
shp,33,10,8,8,10,8,6,8,9,-0,2
shp,88,5,4,10,10,5,10,2,10,5,0
shp,77,5,2,6,8,8,9,8,9,1,1
shp,50,5,3,2,10,10,9,10,9,4,0
shp,43,7,8,8,8,5,8,8,8,2,2
shp,40,6,4,2,8,6,6,5,5,2,8
shp,16,6,4,5,8,6,7,5,7,2,6
shp,55,9,7,5,8,6,8,6,8,1,2
shp,46,5,8,8,9,7,7,6,7,3,2
shp,19,6,3,5,4,8,8,7,5,3,6
shp,17,8,3,3,5,8,7,8,6,3,2
shp,61,9,1,8,10,5,9,10,9,-0,0
shp,57,6,3,3,8,3,6,4,7,3,6
shp,19,7,10,10,10,7,9,3,6,2,0
shp,61,6,5,10,8,4,5,9,6,5,4
shp,80,5,8,5,7,5,8,10,6,5,4
shp,56,8,5,8,9,3,3,6,9,2,2
shp,54,8,9,8,7,7,7,8,8,3,2
shp,28,7,7,8,8,2,7,6,6,2,2
shp,27,10,8,7,10,-0,6,7,9,5,1
shp,23,5,5,4,7,5,5,9,10,3,3
shp,18,7,4,4,6,3,6,7,8,1,2
shp,63,5,1,3,8,2,8,8,4,6,7
shp,31,6,6,2,6,7,6,7,6,7,5
shp,76,6,9,10,10,2,8,8,8,1,1
shp,73,7,10,5,6,2,6,7,7,3,7
shp,41,8,4,8,8,4,6,6,7,2,3
shp,38,7,8,7,8,5,8,7,8,5,4
shp,56,8,2,10,9,10,10,10,9,5,7
shp,58,9,5,4,5,7,5,7,7,4,2
shp,56,5,3,5,8,6,8,7,8,2,3
shp,33,8,6,3,9,8,8,5,8,4,5
shp,27,8,8,7,8,8,9,4,8,2,3
shp,37,8,4,9,10,8,10,10,10,5,0
shp,66,8,7,4,9,4,7,9,8,3,6
shp,42,4,5,5,7,5,4,5,6,5,6
shp,39,5,6,8,8,5,6,8,7,3,2
shp,62,7,9,9,10,-0,7,2,10,-0,1
shp,79,7,8,4,7,5,8,7,7,2,5
shp,60,8,6,3,8,2,8,6,8,2,0
shp,47,10,0,10,10,10,10,8,10,2,2
shp,38,9,8,7,9,4,7,2,6,3,4
shp,33,10,5,10,10,-0,10,7,10,-0,7
shp,49,5,7,7,9,5,7,6,6,3,8
shp,21,9,7,7,8,7,8,6,8,5,5
shp,18,6,8,8,7,3,7,7,9,2,1
shp,39,8,8,10,10,8,9,8,5,3,2
shp,57,4,4,6,8,2,4,5,7,7,7
shp,40,9,0,5,10,4,3,-0,8,2,1
shp,37,7,2,10,8,5,5,8,6,2,3
